Insult,Date,Comment,Usage,
1,20120515152922Z,"""More people on here than you, you cunt.""",,
0,20120529202818Z,"""Tabby\nJHay\nCutch\nEl Toro\nPgh Kid\nGFJ\nHit Collector\nCB\nGround Chuck""",,
1,20120609194312Z,"""I think it clearly displays your lack of rational thought if you truly believe that.""",,
0,20120529160528Z,"""No we have no concept of sitting on your butt and waiting for a hand out""",,
1,20120610033625Z,"""FACT.. YOU ARE A MORON""",,
0,20120528134807Z,"""Just like the media has ventured to compare MAnu to Kobe, but where were you then?""",,
1,20120527233520Z,"""U dad already ashamed of u cuz he dnt know if u really his son cuz your mom was sucking and fuc.king the crew back in da days..lmao...now u grew up to hate black men wit money cuz u know dsts what your mom is looking for..lol..tell her I'll pass up on dat a.ss cuz it got to many miles on it howeva she can give me some slow head...lol..lol..lol...""",,
0,20120619155757Z,"""They have historically been completed unable to get the REAL THREAT off the road so they're going to pick some very low hanging fruit here. Inept lawmakers. Inept politicians. And sheeple for police who are going to LOVE ""enforcing"" this new law. They can't enforce the laws we have now that matter, so I guess they need some new ones.""",,
0,20120610005919Z,"""My little brother and his friend are running around, making fart noises, and quoting The Lorax. I have no fucking clue what is going on.""",,
0,20120529194854Z,"""be careful picking it up. For that price it could easily be an Admiral Ackbar.""",,
0,20120619145414Z,"""I guess their coverage was IDIOTIC to YOU, especially when they were all but anointing your boy as the champion after day one of the Open. \xa0 Tht is what I dearly love about the SYCOPHANTS, they have to have it both ways...ALL THE TIME.\xa0 Crawl back under your rock CRAPI.""",,
0,20120619054952Z,"""The guys cutting down our tree said they would cut another tree down for a carton of beer. Haha typical tradesmen.""",,
0,20120529020530Z,"""are you funny tonight?!!!""",,
0,20120611221913Z,"""Its Black Goo fucked into Space Jockeys that causes xenomorphs. \xa0Thats why they have similar Giger bodies. \xa0 doesnt need to be two crazy coincidences to set up prometheus xenomorphs and alien xenomorphs.""",,
1,20120610001309Z,"""cortez u callin niggas soft but u look soft as hell too my nigga""",,
0,20120527222110Z,"""Man I see why you celtics claim to be classy.""",,
1,20120609172301Z,"""How does trolling for Obama pay? Pretty well?  What? No pay? You're an idiot, don't breed.""",,
0,20120610005734Z,"""And you, Dee, are a typical leftist idio t.""",,
0,20120620062609Z,"""Jolie is my qurl. Excited as hell to see this movie. Too bad its 2 years away.. fuck""",,
1,20120620140603Z,"""You are a child.""",,
0,20120611190542Z,"""Libero ha per vicedirettore un signore che ha pubblicato l'audio di una telefonata PRIVATA con un parlamentare, Crosetto. Libero fa campagne contro le intercettazioni e poi pubblica telefonate PRIVATE (""quel testa di C \xe8 andato a Milano"" diceva Crosetto del suo boss). Il DIRETTORE di Libero si \xe8 fatto un attentato da solo, o forse \xe8 stata la guardia del corpo recidiva. Pansa, Il megagiornalista, su Libero ha scritto (e mai smentito) che ENRICO BERLINGUER ha telefonato a Curzi per raccomandare la figlia, nel 1991. Da MORTO! Questo \xe8 libero. Che si prendano Freda.""",,
1,20120529132610Z,"""Hang on, Eduardo, what's your home address? i'll come forcefully kick \nyour door down, take over your house, if you try and kick me out, i'll \nseriously physically harm you, because as you pointed out, right to self\n defence!! I hope you realise how retarded your argument is, truely!""",,
1,20120612022928Z,"""<blockquote>                        Little girl, you, YOU of all people make that statement. How dare you after all your feminist/misogynist bullshit.\n\n\nOh, and toots, anytime you want to try anf follow me up a 21,000 foot\n mountain at 64 degrees North Latitude and not whine, bitch, complain or\n get cramps, you just go ahead and sign up. \n\n\nYou are a nypocrtical piece of shit. And anytime sweetheart. Anyplace\n on the planet. You think you have a bteer pain threshold or the ability\n to follow along in my footsteps, you just raise your delicate little \nhand. The first whine oir moan out of youy when in the field, and I will\n have a dozen cameras on you and make sure the world knows what a whimpy\n little hypocrite you are.\n\n\nPussy.</blockquote>\n\nFuck you.\n\nDon't call me ""toots"".\n\nI'm disabled, and CAN'T follow you up a mountain of ANY size.\n\nI also deal with CHRONIC FUCKING PAIN, DAY IN, DAY OUT.\n\nMeow meow, fuckstain.""",,
0,,"""I don't watch the brain numbing Eastenders, but have always had a thing for Nicola Stapleton...............I would! """,,
0,,"""\\xc2\\xa0HA HA, Ford will blow it away.""",,
0,,"""@tlgiguere I remember first seeing mike in board james  and finding out he plaed the joker in the batman reviews  and bugs bunny and all that awesome stuff,  I was actually saying, I'd like to see more from him.  While I do miss seeing James more then we are,  he's making the movie so its understandable. Just think how boring it would be around here WITHOUT mike right now,  I'm glad he's stepped up to help out more.""",,
1,20120515224228Z,"""WHAT PART OF GO BACK TOO SCHOOL AND LEARN HOW TO STRING A PROPER LEGABLE SENTANCE TOGETHER DID YOU NOT UNDERSTAND DO YOU NEED A FUCKING DIAGRAM\n\nIt is obviouse your a women as you havent learnt anything go baack to the bottom were you came from until you make sense \n\nJUST A WASTE OF SERVER SPACE SAME AS ALL WOMEN. I DOUBT EVEN HUGE BLACK COCK IN YOUR FILTHY HOLE WOULD SHUT YOU UP MORON.""",,
0,20120612060140Z,"""Ok I am sorry but why are these idiots still around. I am white and can't stand the racsit pigs. If you can't stand being around other races and cultres then get lost. If you beat people because of their color they should be shot. Now they want a stretch of road. Yeah just what someone of color needs. To go down that road and be beaten or shot because they are of a different color. I wish I can do the stuff they do and get away with it..""",,
1,20120619141352Z,"""The comments on twitter shows that it was to embarrass Tyler.  If there was not intent of that then why would you do such a stupid idiot move as this?  We are all legally adults by the time we go to college (unless you are  a major genious), so it's time to start thinking like one.""",,
1,20120610105706Z,"""WHAT THE FUCK SUN!!! WHY ARE YOU NOT POSTING MY COMMENTS!!! ILL TELL YOU WHAT I WONT FUCKING BOTHER WRITING MY OPINIONS THEN!!! ILL JUST FUCKING SAY NICE THINGS ABOUT ALL THESE SYSTEM ABUSING SCUM BAGS SHALL I.............DECENT""",,
0,20120618192916Z,"""Mine too. So I just assume all the time over what it was. \n\nMost of the time, they are correct assumptions.""",,
0,20120528194144Z,"""Joyce should be in RF.... Zobrist should be at 2B.... Rhymes shouldn't be playing.""",,
0,,"""I actually think this is 1 of the most 'sophisticated' outfits i have seen her in lol...  I used to like her years ago but she has went downhill in my opinion and will go as low as possible to get that frozen face in the papers... I would like to know who these 'katie price' fans are that she makes her millions from because certainly no1 i know admits to liking her...""",,
1,20120503042134Z,"""Flagged, you're a real dick.""",,
1,20120529204424Z,"""I Made a Joke.....A Joke you did not get.... A pun on color if you will.\nYou need to Relax.  Look at my Pic.  I'm a white guy calling white coaches dumb....If you cant get that, then you must be 10 y/o.""",,
0,20120610003805Z,"""Here he is explaining how they tried to have him killed for propaganda purposes.\n\nhttps://www.youtube.com/watch?v=NXeXl1SDU8c&feature=plcp""",,
0,20120527195326Z,"""Brown dog:\n\nRemember that you thought that............. while the crowds gather on the streets.......... Greece, Spain, France, Quebec Canada  etc etc etc ....... It is not only a dynamic that will occur in the US but is already occurring, where people want their rights and the real culprits of the financial disasters held accountable!""",,
0,20120612002630Z,"""Dude, calm the fuck down and stop yelling at anyone who disagrees with you.""",,
0,,"""sounds like\\xc2\\xa0Venezuela...ah, the road to being a banana republic with the emperor with no clothes that his minions the media insanely keeps insisting he isn\\'t naked...\\nand what is up is down and what is right is wrong.\\n\\n""The prince of this world"" (John 12:13) \\xc2\\xa0is a master of false systems. \\xc2\\xa0He crafts entire schools of thought that can suck us in and destroy us...He\\'s behind false religions, false\\xc2\\xa0philosophies, false doctrine, false morality, and every\\xc2\\xa0system\\xc2\\xa0of that that cannot lead anyone to God. \\xc2\\xa0He has infiltrated governments, economies,\\xc2\\xa0educational\\xc2\\xa0institutions, and anything that has influence in this world. \\xc2\\xa0The conclusion John came to is sobering. \\xc2\\xa0""The whole world lies in the power of the evil one""(John 5:19).\\n\\n\\'The Invisible War\\', Chip Ingram""",,
0,,"""Sorry, I hate to be one of *those* people (if they exist here. haha) but, I posted this juts a few minutes ago in the old thread and I wanted to move it over here because it\\'s a bit mind-blowing.\\n\\nFrom her letter to Tiger Woods:\\n""The world seems to be all up in your business, and I\\xe2\\x80\\x99m sorry about that. I really am. What happens in your life, in your car and in your marriage should not be a public issue. Unfortunately, because you are a public figure, sometimes your private life does become public. I guess it comes with the territory and maybe you\\xe2\\x80\\x99re used to it by now. It still must bite, though......Of course I long for you to own your mistakes, Tiger. If you aren\\xe2\\x80\\x99t already, and I hope you are, man up to the pain you caused your wife and family. Let the hot searing anger she has for what you did change you, not harden you. It must be a hard road to walk, both for her dealing with what you have done, and for you, making sense of where to go from here when you are in the public eye the way you are. Stand behind your actions by way of fully admitting and acknowledging them to yourself. Don\\xe2\\x80\\x99t lie to yourself or pretend they aren\\xe2\\x80\\x99t as bad as others think or that somehow you were justified. You weren\\xe2\\x80\\x99t. You are reaping what you sowed, Tiger. Own it. But see, whether you acknowledge all that publicly to your fans is entirely up to you. It makes no difference to me if your public apologies are detailed or not. For it is not us you need to be apologizing to. Because you are well known does not make you accountable to the public. Share only what you want, and keep the rest private. Keep it all private, if you can. But, and I speak from painful experience here, coming entirely clean does feel good. Really good....\\n\\nTonight, I am praying for restoration for your marriage. Having almost lost mine, because of my own sin and pride as well as that of my husband, I now hold redemption in marriage in such high regard....But my advice, as someone who has been there? Don\\xe2\\x80\\x99t hide it. Own it. Embrace it. Learn from it. Change your ways. Feel repentance. Apologize to your wife. Seek counseling, lots of it if you can. Let the searing pain and guilt and remorse you hopefully feel inspire in you to see yourself for what you are: A wretched sinner in need of forgiveness.\\n\\nYou, your heart, and that of your wife and children are what matter. Focus on them, on saving your marriage, if that is what you want to do. And truly, my husband and I pray that it is what you want to do.""\\n\\n""",,
